Date,AsianPaints Open,AsianPaints High,AsianPaints Low,AsianPaints close,AsianPaints Adj Close,Asian paintsVolume,DMart Open,DMart High,DMart Low,DMart Close,Dmart Adj Close,DMart Volume,,Dropdown for Comparison,,,,,,,,,,,,,,,,Date,DMart Open,AsianPaints Open
5/17/2022,2998.899902,3056.600098,2951,3050,3028.154541,1179081,3614.399902,3722.050049,3475,3664.149902,3664.149902,77398,,,,,,,,,,,,,,,,,,5/17/2022,3614.399902,2998.899902
5/18/2022,3030,3128.800049,3026,3100.100098,3077.895752,1379763,3724,3781.949951,3639.699951,3660.699951,3660.699951,68204,,,,,,,,,,,,,,,,,,5/18/2022,3724,3030
5/19/2022,3000.5,3071.699951,3000.449951,3046.899902,3025.076416,772390,3549,3647.949951,3490.850098,3617.850098,3617.850098,30177,,,,,,,,,,,,,,,,,,5/19/2022,3549,3000.5
5/20/2022,3080,3125,3070,3109.949951,3087.675049,778957,3707.050049,3715.949951,3610,3627.550049,3627.550049,36580,,,,,,,,,,,,,,,,,,5/20/2022,3707.050049,3080
5/23/2022,3143.949951,3188,3130.050049,3174.199951,3151.464844,813294,3679.5,3691.949951,3551.600098,3570.199951,3570.199951,14016,,,,,,,,,,,,,,,,,,5/23/2022,3679.5,3143.949951
5/24/2022,3174.75,3183.649902,3070,3086.850098,3064.740723,691307,3589.800049,3685.050049,3577.5,3658.199951,3658.199951,13927,,,,,,,,,,,,,,,,,,5/24/2022,3589.800049,3174.75
5/25/2022,3039,3039,2826.300049,2838.050049,2817.722656,3381427,3683,3694.449951,3555.550049,3586.100098,3586.100098,20008,,,,,,,,,,,,,,,,,,5/25/2022,3683,3039
5/26/2022,2850,2860,2718.550049,2840.149902,2819.807617,3212196,3621.300049,3629,3465.100098,3579.649902,3579.649902,18033,,,,,,,,,,,,,,,,,,5/26/2022,3621.300049,2850
5/27/2022,2868,2869,2781,2834.850098,2814.545654,1879534,3620,3647.75,3588.399902,3611.699951,3611.699951,16412,,,,,,,,,,,,,,,,,,5/27/2022,3620,2868
5/30/2022,2880,2884,2817,2844,2823.629883,2525482,3675,3821.100098,3648,3798,3798,19383,,,,,,,,,,,,,,,,,,5/30/2022,3675,2880
5/31/2022,2844,2878,2811,2859.649902,2839.167725,2408221,3810,4048,3768.25,3973.199951,3973.199951,90656,,,,,,,,,,,,,,,,,,5/31/2022,3810,2844
6/1/2022,2859.649902,2939.899902,2832.050049,2852.5,2832.069092,1770795,3970,4037.899902,3815.199951,3871.899902,3871.899902,52799,,,,,,,,,,,,,,,,,,6/1/2022,3970,2859.649902
6/2/2022,2870.199951,2919,2848,2908.550049,2887.717529,1164197,3899.949951,3926.050049,3833,3857.5,3857.5,20342,,,,,,,,,,,,,,,,,,6/2/2022,3899.949951,2870.199951
6/3/2022,2905,2919.449951,2856,2886.899902,2866.222412,1228489,3905,3905,3767.800049,3823.600098,3823.600098,25857,,,,,,,,,,,,,,,,,,6/3/2022,3905,2905
6/6/2022,2871.100098,2872,2807.699951,2817.449951,2797.27002,1193698,3805,3805,3675,3736.050049,3736.050049,30143,,,,,,,,,,,,,,,,,,6/6/2022,3805,2871.100098
6/7/2022,2800,2804,2731,2744.699951,2725.04126,1403598,3728,3778.600098,3653,3725.949951,3725.949951,21792,,,,,,,,,,,,,,,,,,6/7/2022,3728,2800
6/8/2022,2771.899902,2775,2700,2705.199951,2685.823975,1743575,3751,3766,3700.050049,3738.300049,3738.300049,10263,,,,,,,,,,,,,,,,,,6/8/2022,3751,2771.899902
6/9/2022,2680,2697.600098,2633.75,2686.800049,2682.928467,1857501,3725,3850,3693,3832.949951,3832.949951,18418,,,,,,,,,,,,,,,,,,6/9/2022,3725,2680
6/10/2022,2665,2736,2652,2708.75,2704.84668,1592920,3780,3838.699951,3735.949951,3755.550049,3755.550049,19059,,,,,,,,,,,,,,,,,,6/10/2022,3780,2665
6/13/2022,2669.949951,2683,2642.5,2660.75,2656.915771,1674206,3730,3742.850098,3643.5,3660.550049,3660.550049,11396,,,,,,,,,,,,,,,,,,6/13/2022,3730,2669.949951
6/14/2022,2617,2666.350098,2585,2635.399902,2631.602295,2296040,3645,3712.550049,3553,3642.25,3642.25,27237,,,,,,,,,,,,,,,,,,6/14/2022,3645,2617
6/15/2022,2650,2683.600098,2627.100098,2661.149902,2657.315186,928842,3669,3744,3645,3662.600098,3662.600098,9916,,,,,,,,,,,,,,,,,,6/15/2022,3669,2650
6/16/2022,2694.949951,2725.449951,2640,2657.449951,2653.620605,1280628,3735.899902,3735.899902,3562.600098,3678.75,3678.75,12783,,,,,,,,,,,,,,,,,,6/16/2022,3735.899902,2694.949951
6/17/2022,2650.100098,2657,2560,2580.199951,2576.481934,2043251,3684,3684,3414.75,3460.350098,3460.350098,30838,,,,,,,,,,,,,,,,,,6/17/2022,3684,2650.100098
6/20/2022,2600,2673.350098,2588.350098,2660.699951,2656.865967,1595360,3499,3544.649902,3458.25,3477.5,3477.5,12181,,,,,,,,,,,,,,,,,,6/20/2022,3499,2600
6/21/2022,2674.949951,2710,2640,2678.350098,2674.490479,1042074,3513.899902,3545.100098,3451,3516.350098,3516.350098,14872,,,,,,,,,,,,,,,,,,6/21/2022,3513.899902,2674.949951
6/22/2022,2688,2707.949951,2626.350098,2666.350098,2662.507813,1871760,3520,3520.100098,3468,3489.949951,3489.949951,6421,,,,,,,,,,,,,,,,,,6/22/2022,3520,2688
6/23/2022,2674.949951,2767.949951,2674.949951,2758.199951,2754.225342,1612872,3470,3503.050049,3390.350098,3438.899902,3438.899902,33395,,,,,,,,,,,,,,,,,,6/23/2022,3470,2674.949951
6/24/2022,2775,2784.800049,2726,2760.899902,2756.921387,2215583,3489.899902,3489.899902,3392,3411.149902,3411.149902,15181,,,,,,,,,,,,,,,,,,6/24/2022,3489.899902,2775
6/27/2022,2779.899902,2827.649902,2765,2820.949951,2816.88501,1295734,3460,3460,3399,3406.649902,3406.649902,8699,,,,,,,,,,,,,,,,,,6/27/2022,3460,2779.899902
6/28/2022,2780,2784.800049,2704.300049,2726.5,2722.571045,1838358,3413.899902,3495,3374.850098,3479.100098,3479.100098,13975,,,,,,,,,,,,,,,,,,6/28/2022,3413.899902,2780
6/29/2022,2706.5,2719,2678,2697.800049,2693.912598,1066354,3459,3525.399902,3427,3443.949951,3443.949951,11026,,,,,,,,,,,,,,,,,,6/29/2022,3459,2706.5
6/30/2022,2714.850098,2726.949951,2680,2695.199951,2691.316162,1291447,3470,3473.800049,3370,3396.300049,3396.300049,7967,,,,,,,,,,,,,,,,,,6/30/2022,3470,2714.850098
7/1/2022,2704.899902,2780,2685,2773.149902,2769.153809,1477191,3396.300049,3403.75,3332.699951,3386.850098,3386.850098,10837,,,,,,,,,,,,,,,,,,7/1/2022,3396.300049,2704.899902
7/4/2022,2775.149902,2798,2744.800049,2790.300049,2786.279297,653147,3538,3554.699951,3460.649902,3495.600098,3495.600098,26640,,,,,,,,,,,,,,,,,,7/4/2022,3538,2775.149902
7/5/2022,2785,2812.300049,2760,2766.600098,2762.613525,1073043,3520,3650,3518,3638.949951,3638.949951,63440,,,,,,,,,,,,,,,,,,7/5/2022,3520,2785
7/6/2022,2830.550049,2869,2805.149902,2861.399902,2857.276611,2085735,3645,3830.100098,3645,3801.449951,3801.449951,28153,,,,,,,,,,,,,,,,,,7/6/2022,3645,2830.550049
7/7/2022,2901.399902,2932,2876.800049,2891.399902,2887.233398,1469087,3868.149902,3930,3830.050049,3849.649902,3849.649902,45074,,,,,,,,,,,,,,,,,,7/7/2022,3868.149902,2901.399902
7/8/2022,2880,2888,2840.5,2879.800049,2875.650146,1274148,3890.399902,3974,3852,3942.050049,3942.050049,22821,,,,,,,,,,,,,,,,,,7/8/2022,3890.399902,2880
7/11/2022,2874,2940.550049,2851.350098,2933.050049,2928.823486,1081885,4023,4091.899902,3890,3986.149902,3986.149902,157042,,,,,,,,,,,,,,,,,,7/11/2022,4023,2874
7/12/2022,2920,2923.25,2885.399902,2893.199951,2889.030762,1115524,3986.149902,3986.149902,3854.850098,3882.100098,3882.100098,23742,,,,,,,,,,,,,,,,,,7/12/2022,3986.149902,2920
7/13/2022,2949,2968.949951,2926.050049,2941.199951,2936.96167,2153712,3895,3942,3870,3881.100098,3881.100098,32185,,,,,,,,,,,,,,,,,,7/13/2022,3895,2949
7/14/2022,2952.100098,2954.850098,2912.399902,2939.149902,2934.914551,882479,3905,3942.949951,3883.149902,3923.399902,3923.399902,12096,,,,,,,,,,,,,,,,,,7/14/2022,3905,2952.100098
7/15/2022,2949.949951,2985,2940.449951,2978.149902,2973.858398,1668006,3925,3939.949951,3890,3926.449951,3926.449951,6891,,,,,,,,,,,,,,,,,,7/15/2022,3925,2949.949951
7/18/2022,2994.75,3025,2988.399902,3017.850098,3013.501465,823390,3950,3967,3922.800049,3943.5,3943.5,202516,,,,,,,,,,,,,,,,,,7/18/2022,3950,2994.75
7/19/2022,2983.449951,3023,2978.149902,3019.100098,3014.749512,638171,3929,3941,3912.149902,3930.050049,3930.050049,6414,,,,,,,,,,,,,,,,,,7/19/2022,3929,2983.449951
7/20/2022,3033,3044.699951,3000,3006.449951,3002.117676,867436,3974.949951,3974.949951,3901.050049,3912.550049,3912.550049,9985,,,,,,,,,,,,,,,,,,7/20/2022,3974.949951,3033
7/21/2022,2981,3084.949951,2981,3066.100098,3061.681885,1184060,3940,4055,3923.5,4034.25,4034.25,21344,,,,,,,,,,,,,,,,,,7/21/2022,3940,2981
7/22/2022,3066.100098,3092.75,3048,3067.399902,3062.979736,1268141,4064,4070.350098,3953.050049,3961.75,3961.75,21250,,,,,,,,,,,,,,,,,,7/22/2022,4064,3066.100098
7/25/2022,3069.5,3117.199951,3051.649902,3104.949951,3100.47583,985844,3979,4050,3936.550049,4040.949951,4040.949951,21215,,,,,,,,,,,,,,,,,,7/25/2022,3979,3069.5
7/26/2022,3096,3149.800049,3053,3108.5,3104.020752,2876310,4040,4040,3906.800049,3932.550049,3932.550049,23672,,,,,,,,,,,,,,,,,,7/26/2022,4040,3096
7/27/2022,3118.949951,3193,3096,3186.050049,3181.458984,1976407,3931,4009.949951,3920,3998.149902,3998.149902,23200,,,,,,,,,,,,,,,,,,7/27/2022,3931,3118.949951
7/28/2022,3198,3280,3182,3272.399902,3267.684326,1332572,4029,4167.200195,3998.850098,4147.25,4147.25,26983,,,,,,,,,,,,,,,,,,7/28/2022,4029,3198
7/29/2022,3285.399902,3354.350098,3275,3333.75,3328.946045,1836550,4224.75,4250,4185,4242.950195,4242.950195,22169,,,,,,,,,,,,,,,,,,7/29/2022,4224.75,3285.399902
8/1/2022,3340.050049,3355,3314.5,3324.550049,3319.759277,1076122,4245.5,4316.700195,4245.5,4306.649902,4306.649902,203538,,,,,,,,,,,,,,,,,,8/1/2022,4245.5,3340.050049
8/2/2022,3331,3404.75,3325.600098,3396.149902,3391.256104,1650536,4306.649902,4306.649902,4219.299805,4257.700195,4257.700195,8920,,,,,,,,,,,,,,,,,,8/2/2022,4306.649902,3331
8/3/2022,3404,3448,3371.25,3439.649902,3434.693359,1169005,4257,4296.549805,4180.549805,4249.399902,4249.399902,10949,,,,,,,,,,,,,,,,,,8/3/2022,4257,3404
8/4/2022,3455,3476.949951,3410.899902,3460.5,3455.513428,981434,4271.299805,4320,4177,4237.049805,4237.049805,15338,,,,,,,,,,,,,,,,,,8/4/2022,4271.299805,3455
8/5/2022,3475,3491.949951,3451.550049,3473.899902,3468.894043,792478,4245,4295,4189.700195,4235.350098,4235.350098,15841,,,,,,,,,,,,,,,,,,8/5/2022,4245,3475
8/8/2022,3465,3476.949951,3436.550049,3458.449951,3453.466309,724644,4226,4265.049805,4226,4249.549805,4249.549805,14653,,,,,,,,,,,,,,,,,,8/8/2022,4226,3465
8/10/2022,3441,3449.850098,3396,3411.649902,3406.733643,1089295,4265,4279.450195,4218.850098,4249.700195,4249.700195,7218,,,,,,,,,,,,,,,,,,8/10/2022,4265,3441
8/11/2022,3450,3477.949951,3390,3405.199951,3400.292969,1410533,4290,4295,4255.200195,4271.75,4271.75,14930,,,,,,,,,,,,,,,,,,8/11/2022,4290,3450
8/12/2022,3399,3434.800049,3383,3427.850098,3422.910645,548472,4274.850098,4385.299805,4252.649902,4335.549805,4335.549805,43947,,,,,,,,,,,,,,,,,,8/12/2022,4274.850098,3399
8/16/2022,3470,3509.449951,3455.300049,3501,3495.955078,911189,4350,4410.950195,4350,4402.450195,4402.450195,12570,,,,,,,,,,,,,,,,,,8/16/2022,4350,3470
8/17/2022,3517.949951,3545.649902,3504.600098,3523.699951,3518.622314,817912,4425,4437.600098,4369.100098,4397.200195,4397.200195,36735,,,,,,,,,,,,,,,,,,8/17/2022,4425,3517.949951
8/18/2022,3525,3542.699951,3515.550049,3535.350098,3530.255615,599877,4411,4494.350098,4402,4461.649902,4461.649902,17527,,,,,,,,,,,,,,,,,,8/18/2022,4411,3525
8/19/2022,3520,3538.5,3464,3482.550049,3477.531738,581829,4490,4524,4351.149902,4379.700195,4379.700195,51376,,,,,,,,,,,,,,,,,,8/19/2022,4490,3520
8/22/2022,3462.100098,3485.550049,3333.199951,3349.75,3344.923096,2336567,4379,4379,4233.75,4251.049805,4251.049805,11983,,,,,,,,,,,,,,,,,,8/22/2022,4379,3462.100098
8/23/2022,3333,3383.949951,3316.850098,3356.600098,3351.763184,831446,4176,4299.100098,4168.049805,4259.700195,4259.700195,27058,,,,,,,,,,,,,,,,,,8/23/2022,4176,3333
8/24/2022,3339.600098,3385,3302,3378.850098,3373.981201,1182154,4261,4356.649902,4261,4303.700195,4303.700195,21548,,,,,,,,,,,,,,,,,,8/24/2022,4261,3339.600098
8/25/2022,3375,3405.149902,3351.199951,3362.5,3357.654541,615392,4319,4395.649902,4314.549805,4339.5,4339.5,7597,,,,,,,,,,,,,,,,,,8/25/2022,4319,3375
8/26/2022,3379.350098,3384.5,3305.649902,3323.550049,3318.760742,1384783,4384,4415,4377.25,4409.600098,4409.600098,7538,,,,,,,,,,,,,,,,,,8/26/2022,4384,3379.350098
8/29/2022,3247,3348.350098,3236.699951,3343.25,3338.432373,1031166,4270,4446,4270,4431.149902,4431.149902,17514,,,,,,,,,,,,,,,,,,8/29/2022,4270,3247
8/30/2022,3331,3409.75,3331,3391.600098,3386.712891,1426459,4466,4550,4466,4531.25,4531.25,14824,,,,,,,,,,,,,,,,,,8/30/2022,4466,3331
9/1/2022,3315,3474.399902,3315,3446.550049,3441.583496,1417762,4475.049805,4599,4462.350098,4569.200195,4569.200195,20781,,,,,,,,,,,,,,,,,,9/1/2022,4475.049805,3315
9/2/2022,3489,3489,3425,3431.050049,3426.105957,740821,4560.049805,4606,4512.600098,4576.149902,4576.149902,27611,,,,,,,,,,,,,,,,,,9/2/2022,4560.049805,3489
9/5/2022,3425.050049,3450,3405.550049,3424.800049,3419.86499,518438,4575.100098,4605.25,4550,4575,4575,8944,,,,,,,,,,,,,,,,,,9/5/2022,4575.100098,3425.050049
9/6/2022,3420,3434.550049,3384,3395.25,3390.357422,540937,4585,4605.049805,4532.549805,4555.450195,4555.450195,6158,,,,,,,,,,,,,,,,,,9/6/2022,4585,3420
9/7/2022,3392,3435,3385.949951,3400.350098,3395.450195,682921,4540,4546.799805,4405,4432.899902,4432.899902,11258,,,,,,,,,,,,,,,,,,9/7/2022,4540,3392
9/8/2022,3450,3484.649902,3427.399902,3450.149902,3445.178223,1143090,4484,4491.700195,4391,4405.950195,4405.950195,17488,,,,,,,,,,,,,,,,,,9/8/2022,4484,3450
9/9/2022,3483.699951,3483.699951,3433.449951,3441.850098,3436.890381,702805,4430,4449.799805,4369.899902,4382.950195,4382.950195,18291,,,,,,,,,,,,,,,,,,9/9/2022,4430,3483.699951
9/12/2022,3441.850098,3453.649902,3423,3432.199951,3427.25415,641280,4425,4475.149902,4405.950195,4445.299805,4445.299805,12997,,,,,,,,,,,,,,,,,,9/12/2022,4425,3441.850098
9/13/2022,3432,3459,3414.649902,3422.199951,3417.268555,776044,4450,4509.899902,4450,4489.649902,4489.649902,26908,,,,,,,,,,,,,,,,,,9/13/2022,4450,3432
9/14/2022,3380,3448.5,3380,3438.949951,3433.994385,816678,4440,4520,4426.149902,4480.799805,4480.799805,8360,,,,,,,,,,,,,,,,,,9/14/2022,4440,3380
9/15/2022,3440,3458.75,3389.100098,3395.399902,3390.50708,590182,4486,4540,4475,4526.600098,4526.600098,29140,,,,,,,,,,,,,,,,,,9/15/2022,4486,3440
9/16/2022,3412.399902,3420,3309.550049,3322.550049,3317.762207,1598265,4496.299805,4550,4287,4320.5,4320.5,48203,,,,,,,,,,,,,,,,,,9/16/2022,4496.299805,3412.399902
9/19/2022,3320.649902,3342.100098,3231.300049,3316.25,3311.471191,1013563,4325,4414.350098,4276.549805,4349.5,4349.5,180679,,,,,,,,,,,,,,,,,,9/19/2022,4325,3320.649902
9/20/2022,3335.600098,3410,3334,3393.199951,3388.310303,708184,4390,4412.700195,4328.899902,4350.100098,4350.100098,40147,,,,,,,,,,,,,,,,,,9/20/2022,4390,3335.600098
9/21/2022,3405,3424.899902,3348,3356.050049,3351.213867,605378,4350,4391,4291,4307.200195,4307.200195,17109,,,,,,,,,,,,,,,,,,9/21/2022,4350,3405
9/22/2022,3356.050049,3440,3315.649902,3436,3431.048828,829396,4276,4448.049805,4262,4430,4430,26417,,,,,,,,,,,,,,,,,,9/22/2022,4276,3356.050049
9/23/2022,3435,3437.949951,3382.699951,3395.25,3390.357422,513370,4421,4474.350098,4350,4368.600098,4368.600098,10201,,,,,,,,,,,,,,,,,,9/23/2022,4421,3435
9/26/2022,3370,3468,3354,3438.050049,3433.095703,1429914,4321,4447,4220.899902,4373.200195,4373.200195,45592,,,,,,,,,,,,,,,,,,9/26/2022,4321,3370
9/27/2022,3454.850098,3500,3431.050049,3470.649902,3465.648682,1455383,4334.649902,4412.75,4275,4283.200195,4283.200195,11571,,,,,,,,,,,,,,,,,,9/27/2022,4334.649902,3454.850098
9/28/2022,3451,3582.899902,3420,3570.649902,3565.504639,1843428,4250,4366.350098,4226.399902,4315.850098,4315.850098,22105,,,,,,,,,,,,,,,,,,9/28/2022,4250,3451
9/29/2022,3563.449951,3563.449951,3372.399902,3384.800049,3379.922607,2624894,4350,4414.899902,4222,4250.950195,4250.950195,13478,,,,,,,,,,,,,,,,,,9/29/2022,4350,3563.449951
9/30/2022,3402,3411.899902,3285.25,3342.449951,3337.633545,2159720,4275,4402.149902,4252,4391.75,4391.75,32043,,,,,,,,,,,,,,,,,,9/30/2022,4275,3402
10/3/2022,3348,3352.5,3285.75,3302.899902,3298.140381,934543,4335.100098,4465,4335.100098,4425.649902,4425.649902,36553,,,,,,,,,,,,,,,,,,10/3/2022,4335.100098,3348
10/4/2022,3330,3368.350098,3312.050049,3337.75,3332.940186,994382,4601.899902,4601.899902,4460.75,4476.5,4476.5,33428,,,,,,,,,,,,,,,,,,10/4/2022,4601.899902,3330
10/6/2022,3337.75,3366.75,3311.699951,3328.949951,3324.152832,922770,4512,4544.149902,4400.549805,4416,4416,14341,,,,,,,,,,,,,,,,,,10/6/2022,4512,3337.75
10/7/2022,3318,3359.600098,3287.25,3343.699951,3338.881592,774544,4422.049805,4479.799805,4412.899902,4469.049805,4469.049805,23127,,,,,,,,,,,,,,,,,,10/7/2022,4422.049805,3318
10/10/2022,3280,3299,3260.199951,3277.949951,3273.226318,734377,4431,4510.350098,4406.149902,4472.700195,4472.700195,11475,,,,,,,,,,,,,,,,,,10/10/2022,4431,3280
10/11/2022,3290.5,3360,3274,3298.699951,3293.946533,1411316,4485.299805,4485.299805,4357,4380.75,4380.75,226840,,,,,,,,,,,,,,,,,,10/11/2022,4485.299805,3290.5
10/12/2022,3335,3339.5,3206,3248.199951,3243.519287,1812549,4375.049805,4430.149902,4329,4351.700195,4351.700195,10740,,,,,,,,,,,,,,,,,,10/12/2022,4375.049805,3335
10/13/2022,3230.100098,3258.199951,3193.899902,3209,3204.375732,779890,4360.5,4364.299805,4300,4307.399902,4307.399902,7050,,,,,,,,,,,,,,,,,,10/13/2022,4360.5,3230.100098
10/14/2022,3235,3246,3180,3185.5,3180.909668,845765,4375.049805,4399,4290.100098,4303.25,4303.25,8415,,,,,,,,,,,,,,,,,,10/14/2022,4375.049805,3235
10/17/2022,3185.5,3218,3170.100098,3197.600098,3192.992432,1067773,4295,4300.25,4141,4153.149902,4153.149902,534844,,,,,,,,,,,,,,,,,,10/17/2022,4295,3185.5
10/18/2022,3218,3250,3212,3225.850098,3221.20166,1015424,4197,4197,4111.100098,4138.299805,4138.299805,13746,,,,,,,,,,,,,,,,,,10/18/2022,4197,3218
10/19/2022,3242,3245.699951,3196.350098,3212.75,3208.120361,943543,4161,4194,4141.049805,4166.799805,4166.799805,16854,,,,,,,,,,,,,,,,,,10/19/2022,4161,3242
10/20/2022,3198,3241.850098,3101.800049,3140.899902,3136.373779,2284352,4166.299805,4234.799805,4144.700195,4225.799805,4225.799805,8136,,,,,,,,,,,,,,,,,,10/20/2022,4166.299805,3198
10/21/2022,3140,3164.75,3072.649902,3092.399902,3087.943848,1738731,4240,4250.049805,4189.700195,4219.549805,4219.549805,5071,,,,,,,,,,,,,,,,,,10/21/2022,4240,3140
10/24/2022,3150,3159,3116,3121.649902,3117.151611,178709,4258,4275.549805,4209,4229.549805,4229.549805,10278,,,,,,,,,,,,,,,,,,10/24/2022,4258,3150
10/25/2022,3134,3135,3079.899902,3084.899902,3080.45459,1016316,4230,4249.25,4166.850098,4227.149902,4227.149902,7199,,,,,,,,,,,,,,,,,,10/25/2022,4230,3134
10/27/2022,3123,3123,3033,3043.449951,3039.064453,2005709,4236.450195,4297,4220,4274.299805,4274.299805,5078,,,,,,,,,,,,,,,,,,10/27/2022,4236.450195,3123
10/28/2022,3058.699951,3071.600098,3040,3053.399902,3049,715736,4270.049805,4319.950195,4252.049805,4302.200195,4302.200195,13259,,,,,,,,,,,,,,,,,,10/28/2022,4270.049805,3058.699951
10/31/2022,3082,3113,3061.050049,3107.699951,3107.699951,814364,4304.25,4345.5,4292.200195,4322.200195,4322.200195,5771,,,,,,,,,,,,,,,,,,10/31/2022,4304.25,3082
11/1/2022,3110.5,3164.399902,3110.5,3159.399902,3159.399902,939335,4317.549805,4348,4238.649902,4247.350098,4247.350098,17331,,,,,,,,,,,,,,,,,,11/1/2022,4317.549805,3110.5
11/2/2022,3158,3159.949951,3122.100098,3131.899902,3131.899902,787012,4256.049805,4270.350098,4177.549805,4190.899902,4190.899902,7942,,,,,,,,,,,,,,,,,,11/2/2022,4256.049805,3158
11/3/2022,3105,3148.75,3105,3141.300049,3141.300049,563798,4190.899902,4227.549805,4166.450195,4194.350098,4194.350098,4674,,,,,,,,,,,,,,,,,,11/3/2022,4190.899902,3105
11/4/2022,3148,3185,3125.899902,3181.350098,3181.350098,609757,4199,4212.899902,4150,4168.950195,4168.950195,16988,,,,,,,,,,,,,,,,,,11/4/2022,4199,3148
11/7/2022,3186,3198,3097.449951,3103.550049,3103.550049,1669943,4175.649902,4215,4140,4173.700195,4173.700195,20126,,,,,,,,,,,,,,,,,,11/7/2022,4175.649902,3186
11/9/2022,3146,3146,3080,3086.5,3086.5,1391333,4185.049805,4190,4116.850098,4156.549805,4156.549805,21142,,,,,,,,,,,,,,,,,,11/9/2022,4185.049805,3146
11/10/2022,3086,3086,3033.5,3045.149902,3045.149902,1375007,4165,4172.399902,4104.899902,4139.850098,4139.850098,10038,,,,,,,,,,,,,,,,,,11/10/2022,4165,3086
11/11/2022,3090.699951,3098,3048,3055.399902,3055.399902,810288,4170,4170,4120,4125.399902,4125.399902,17824,,,,,,,,,,,,,,,,,,11/11/2022,4170,3090.699951
11/14/2022,3056,3077.949951,3041.050049,3053.199951,3053.199951,811545,4131.100098,4141.350098,4083.100098,4097.049805,4097.049805,7497,,,,,,,,,,,,,,,,,,11/14/2022,4131.100098,3056
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
